#TYPE System.Object
"Size","LicenseType","VirtualMachineId","OsType","OsName","OsVersion","Location","Name","ResourceType","SubscriptionName","ResourceGroupName","SubscriptionId","OsEdition","PrivateIpAddress"
"Standard_A2_v2",,"/subscriptions/7bda4c8b-66bd-4455-99c9-0b346798a2e7/resourceGroups/JL-SQLMI-DEMO-RG/providers/Microsoft.Compute/virtualMachines/jl-sql2008r2-vm","Windows","SQL2008R2SP3-WS2008R2SP1","latest","eastus","jl-sql2008r2-vm","Microsoft.Compute/virtualMachines","Jacek Lyzwa - Microsoft Azure Internal Consumption","JL-SQLMI-DEMO-RG","7bda4c8b-66bd-4455-99c9-0b346798a2e7","Enterprise","10.0.1.5"
"Standard_B4ms",,"/subscriptions/7bda4c8b-66bd-4455-99c9-0b346798a2e7/resourceGroups/JL-SQLMI-DEMO-RG/providers/Microsoft.Compute/virtualMachines/jl-sql2017-vm","Windows","SQL2017-WS2016","latest","eastus","jl-sql2017-vm","Microsoft.Compute/virtualMachines","Jacek Lyzwa - Microsoft Azure Internal Consumption","JL-SQLMI-DEMO-RG","7bda4c8b-66bd-4455-99c9-0b346798a2e7","SQLDEV","10.0.1.7"
"Standard_B2s",,"/subscriptions/7bda4c8b-66bd-4455-99c9-0b346798a2e7/resourceGroups/JL-SQLMI-DEMO-RG/providers/Microsoft.Compute/virtualMachines/jl-sqlmi-demoJB","Windows","WindowsServer","latest","eastus","jl-sqlmi-demoJB","Microsoft.Compute/virtualMachines","Jacek Lyzwa - Microsoft Azure Internal Consumption","JL-SQLMI-DEMO-RG","7bda4c8b-66bd-4455-99c9-0b346798a2e7","2016-Datacenter","10.0.1.4"
"Standard_B2s",,"/subscriptions/7bda4c8b-66bd-4455-99c9-0b346798a2e7/resourceGroups/CALL-DEMO-RG/providers/Microsoft.Compute/virtualMachines/call-demo-vm","Windows","WindowsServer","latest","eastus2","call-demo-vm","Microsoft.Compute/virtualMachines","Jacek Lyzwa - Microsoft Azure Internal Consumption","CALL-DEMO-RG","7bda4c8b-66bd-4455-99c9-0b346798a2e7","2016-Datacenter","10.1.2.4"
"Standard_D2","Windows_Client","/subscriptions/7bda4c8b-66bd-4455-99c9-0b346798a2e7/resourceGroups/JL-HDINSIGHT-DEMO/providers/Microsoft.Compute/virtualMachines/jl-presto-dev","Windows","Windows-10","latest","eastus2","jl-presto-dev","Microsoft.Compute/virtualMachines","Jacek Lyzwa - Microsoft Azure Internal Consumption","JL-HDINSIGHT-DEMO","7bda4c8b-66bd-4455-99c9-0b346798a2e7","rs5-pro","10.2.0.24"
"Standard_DS12",,"/subscriptions/7bda4c8b-66bd-4455-99c9-0b346798a2e7/resourceGroups/JL-PBRS-RG/providers/Microsoft.Compute/virtualMachines/DC","Windows","WindowsServer","latest","eastus2","DC","Microsoft.Compute/virtualMachines","Jacek Lyzwa - Microsoft Azure Internal Consumption","JL-PBRS-RG","7bda4c8b-66bd-4455-99c9-0b346798a2e7","2012-R2-Datacenter","10.0.0.4"
"Standard_DS1_v2",,"/subscriptions/7bda4c8b-66bd-4455-99c9-0b346798a2e7/resourceGroups/JL-SQLMI2-RG/providers/Microsoft.Compute/virtualMachines/ssrs2008test-vm","Windows","WindowsServer","latest","eastus2","ssrs2008test-vm","Microsoft.Compute/virtualMachines","Jacek Lyzwa - Microsoft Azure Internal Consumption","JL-SQLMI2-RG","7bda4c8b-66bd-4455-99c9-0b346798a2e7","2016-Datacenter","10.0.1.4"
"Standard_DS2_v2",,"/subscriptions/7bda4c8b-66bd-4455-99c9-0b346798a2e7/resourceGroups/JL-SQLVM-RG/providers/Microsoft.Compute/virtualMachines/jl-sqlcustom-vm","Windows","WindowsServer","latest","eastus2","jl-sqlcustom-vm","Microsoft.Compute/virtualMachines","Jacek Lyzwa - Microsoft Azure Internal Consumption","JL-SQLVM-RG","7bda4c8b-66bd-4455-99c9-0b346798a2e7","2019-Datacenter","10.1.1.4"
"Standard_D2s_v3",,"/subscriptions/97227f43-3143-4d5f-921c-bc9de25314e2/resourceGroups/ASI-RG/providers/Microsoft.Compute/virtualMachines/sentinelagent1","Linux","UbuntuServer","latest","eastus","sentinelagent1","Microsoft.Compute/virtualMachines","MSUS Security Conversations","ASI-RG","97227f43-3143-4d5f-921c-bc9de25314e2","16.04.0-LTS","10.0.0.4"
"Standard_D2s_v3",,"/subscriptions/97227f43-3143-4d5f-921c-bc9de25314e2/resourceGroups/ASI-RG/providers/Microsoft.Compute/virtualMachines/SyslogAgent2","Linux","UbuntuServer","latest","eastus","SyslogAgent2","Microsoft.Compute/virtualMachines","MSUS Security Conversations","ASI-RG","97227f43-3143-4d5f-921c-bc9de25314e2","16.04.0-LTS","10.0.0.4"
"Standard_D2s_v3",,"/subscriptions/e93d3ee6-fac1-412f-92d6-bfb379e81af2/resourceGroups/DARK-BRAMBLE/providers/Microsoft.Compute/virtualMachines/HVHOST","Windows","WindowsServer","latest","eastus","HVHOST","Microsoft.Compute/virtualMachines","Contoso IT ? SH360 ? Prod","DARK-BRAMBLE","e93d3ee6-fac1-412f-92d6-bfb379e81af2","2016-Datacenter","10.0.1.4"
"Standard_DS2_v2",,"/subscriptions/e93d3ee6-fac1-412f-92d6-bfb379e81af2/resourceGroups/MC_GIANTS-DEEP_AKS101CLUSTER_EASTUS/providers/Microsoft.Compute/virtualMachines/aks-agentpool-40071293-0","Linux","aks","2020.09.03","eastus","aks-agentpool-40071293-0","Microsoft.Compute/virtualMachines","Contoso IT ? SH360 ? Prod","MC_GIANTS-DEEP_AKS101CLUSTER_EASTUS","e93d3ee6-fac1-412f-92d6-bfb379e81af2","aks-ubuntu-1604-2020-q3","10.240.0.5"
"Standard_DS2_v2",,"/subscriptions/e93d3ee6-fac1-412f-92d6-bfb379e81af2/resourceGroups/MC_GIANTS-DEEP_AKS101CLUSTER_EASTUS/providers/Microsoft.Compute/virtualMachines/aks-agentpool-40071293-1","Linux","aks","2020.09.03","eastus","aks-agentpool-40071293-1","Microsoft.Compute/virtualMachines","Contoso IT ? SH360 ? Prod","MC_GIANTS-DEEP_AKS101CLUSTER_EASTUS","e93d3ee6-fac1-412f-92d6-bfb379e81af2","aks-ubuntu-1604-2020-q3","10.240.0.4"
"Standard_DS2_v2",,"/subscriptions/e93d3ee6-fac1-412f-92d6-bfb379e81af2/resourceGroups/MC_GIANTS-DEEP_AKS101CLUSTER_EASTUS/providers/Microsoft.Compute/virtualMachines/aks-agentpool-40071293-2","Linux","aks","2020.09.03","eastus","aks-agentpool-40071293-2","Microsoft.Compute/virtualMachines","Contoso IT ? SH360 ? Prod","MC_GIANTS-DEEP_AKS101CLUSTER_EASTUS","e93d3ee6-fac1-412f-92d6-bfb379e81af2","aks-ubuntu-1604-2020-q3","10.240.0.6"
"Standard_B1ls",,"/subscriptions/35ad74f4-0b37-44a7-ba94-91b6ec6026cd/resourceGroups/LEYLARG/providers/Microsoft.Compute/virtualMachines/leylavm","Windows","WindowsServer","latest","eastus","leylavm","Microsoft.Compute/virtualMachines","Contoso IT ? Retail - DevTest","LEYLARG","35ad74f4-0b37-44a7-ba94-91b6ec6026cd","2019-Datacenter","10.0.0.4"
"Standard_DS1_v2",,"/subscriptions/35ad74f4-0b37-44a7-ba94-91b6ec6026cd/resourceGroups/LEYLARG/providers/Microsoft.Compute/virtualMachines/vm-storefront01","Windows","WindowsServer","latest","eastus","vm-storefront01","Microsoft.Compute/virtualMachines","Contoso IT ? Retail - DevTest","LEYLARG","35ad74f4-0b37-44a7-ba94-91b6ec6026cd","2019-Datacenter","10.0.0.6"
"Standard_D2s_v3",,"/subscriptions/35ad74f4-0b37-44a7-ba94-91b6ec6026cd/resourceGroups/LEYLARG/providers/Microsoft.Compute/virtualMachines/vm-storefront04","Linux","UbuntuServer","latest","eastus","vm-storefront04","Microsoft.Compute/virtualMachines","Contoso IT ? Retail - DevTest","LEYLARG","35ad74f4-0b37-44a7-ba94-91b6ec6026cd","18.04-LTS","10.0.0.7"
"Standard_B1ls",,"/subscriptions/35ad74f4-0b37-44a7-ba94-91b6ec6026cd/resourceGroups/LEYLARG/providers/Microsoft.Compute/virtualMachines/vm-storefront02","Windows","WindowsServer","latest","westus","vm-storefront02","Microsoft.Compute/virtualMachines","Contoso IT ? Retail - DevTest","LEYLARG","35ad74f4-0b37-44a7-ba94-91b6ec6026cd","2019-Datacenter","10.0.2.4"
"Standard_B1ls",,"/subscriptions/35ad74f4-0b37-44a7-ba94-91b6ec6026cd/resourceGroups/LEYLARG/providers/Microsoft.Compute/virtualMachines/storefront-01","Linux","UbuntuServer","latest","centralus","storefront-01","Microsoft.Compute/virtualMachines","Contoso IT ? Retail - DevTest","LEYLARG","35ad74f4-0b37-44a7-ba94-91b6ec6026cd","18.04-LTS","10.0.1.4"
"Standard_B1ls",,"/subscriptions/35ad74f4-0b37-44a7-ba94-91b6ec6026cd/resourceGroups/LEYLARG/providers/Microsoft.Compute/virtualMachines/vm-storefront03","Windows","WindowsServer","latest","westeurope","vm-storefront03","Microsoft.Compute/virtualMachines","Contoso IT ? Retail - DevTest","LEYLARG","35ad74f4-0b37-44a7-ba94-91b6ec6026cd","2019-Datacenter","10.0.3.4"
"Standard_B2s",,"/subscriptions/0ba674a6-9fde-43b4-8370-a7e16fdf0641/resourceGroups/CONTOSOWEB1/providers/Microsoft.Compute/virtualMachines/GovTestVM","Windows","WindowsServer","latest","westus2","GovTestVM","Microsoft.Compute/virtualMachines","Contoso Infra1","CONTOSOWEB1","0ba674a6-9fde-43b4-8370-a7e16fdf0641","2019-Datacenter","10.3.0.4"
"Standard_D2_v3",,"/subscriptions/0ba674a6-9fde-43b4-8370-a7e16fdf0641/resourceGroups/NEHAKULK-RG-TEST/providers/Microsoft.Compute/virtualMachines/deploy","Windows","WindowsServer","latest","westus2","deploy","Microsoft.Compute/virtualMachines","Contoso Infra1","NEHAKULK-RG-TEST","0ba674a6-9fde-43b4-8370-a7e16fdf0641","2019-Datacenter","10.0.0.4"
"Standard_D2s_v3",,"/subscriptions/0ba674a6-9fde-43b4-8370-a7e16fdf0641/resourceGroups/NEHAKULK-RG-TEST/providers/Microsoft.Compute/virtualMachines/lcVM","Linux","UbuntuServer","latest","westus2","lcVM","Microsoft.Compute/virtualMachines","Contoso Infra1","NEHAKULK-RG-TEST","0ba674a6-9fde-43b4-8370-a7e16fdf0641","18.04-LTS","10.0.0.4"
"Standard_B2s",,"/subscriptions/0ba674a6-9fde-43b4-8370-a7e16fdf0641/resourceGroups/NEHAKULK-RG-TEST/providers/Microsoft.Compute/virtualMachines/Ldeploy","Linux","UbuntuServer","latest","westus2","Ldeploy","Microsoft.Compute/virtualMachines","Contoso Infra1","NEHAKULK-RG-TEST","0ba674a6-9fde-43b4-8370-a7e16fdf0641","18.04-LTS","10.1.0.4"
"Standard_D4s_v3",,"/subscriptions/0ba674a6-9fde-43b4-8370-a7e16fdf0641/resourceGroups/NEHAKULK-RG-TEST/providers/Microsoft.Compute/virtualMachines/lDINEneha","Linux","UbuntuServer","latest","westus2","lDINEneha","Microsoft.Compute/virtualMachines","Contoso Infra1","NEHAKULK-RG-TEST","0ba674a6-9fde-43b4-8370-a7e16fdf0641","18.04-LTS","10.0.0.10"
"Standard_D4s_v3",,"/subscriptions/0ba674a6-9fde-43b4-8370-a7e16fdf0641/resourceGroups/NEHAKULK-RG-TEST/providers/Microsoft.Compute/virtualMachines/LNC2","Linux","UbuntuServer","latest","westus2","LNC2","Microsoft.Compute/virtualMachines","Contoso Infra1","NEHAKULK-RG-TEST","0ba674a6-9fde-43b4-8370-a7e16fdf0641","18.04-LTS","10.0.0.11"
